iter	Logloss
133	0.4082224616
134	0.4077638186
135	0.4074099337
136	0.4070441786
137	0.4066482709
138	0.4062887408
139	0.4059993547
140	0.4048934005
141	0.4044115665
142	0.4039125474
143	0.403333016
144	0.4030379575
145	0.4026570166
146	0.4021407265
147	0.4016768594
148	0.4013373117
149	0.4009032475
150	0.400550786
151	0.3996404279
152	0.3978903996
153	0.3975634376
154	0.3971650872
155	0.3968532138
156	0.396537274
157	0.3960560255
158	0.3953314591
159	0.3951144715
160	0.3947528753
161	0.3941523133
162	0.393844651
163	0.3927291563
164	0.3923480178
165	0.3916209222
166	0.3912159786
167	0.3908048059
168	0.3903043799
169	0.3888048346
170	0.3885642461
171	0.3882055324
172	0.3879066418
173	0.3875668684
174	0.3872098577
175	0.3868694563
176	0.3866302008
177	0.3864134546
178	0.3862172911
179	0.3858704774
180	0.3855914994
181	0.3849968136
182	0.3847161791
183	0.3842679012
184	0.3838780164
185	0.3834493421
186	0.3830702031
187	0.3823235234
188	0.3818718508
189	0.381537268
190	0.3812479752
191	0.3807880506
192	0.3803607163
193	0.3800273271
194	0.379845713
195	0.3796051001
196	0.3793714667
197	0.3790413852
198	0.3787722877
199	0.3784694786
200	0.3782244167
201	0.378055732
202	0.3769320647
203	0.3766329739
204	0.376395006
205	0.3761917163
206	0.3759751387
207	0.375578056
208	0.3751938804
209	0.3747658149
210	0.3745127721
211	0.374112306
212	0.3738391918
213	0.3736112567
214	0.3732689017
215	0.3729275342
216	0.3727551327
217	0.3720018476
218	0.3716060301
219	0.3713028332
220	0.3702827256
221	0.370020776
222	0.3697281562
223	0.3694332079
224	0.3691022548
225	0.3685599151
226	0.3682494504
227	0.3679827006
228	0.3677216165
229	0.3673797333
230	0.3671368328
231	0.3667145721
232	0.3663279784
233	0.366116401
234	0.3659136352
235	0.3657212003
236	0.365518567
237	0.3652294796
238	0.364989607
239	0.3647383382
240	0.3646005236
241	0.3644070383
242	0.3639957508
243	0.3632953707
244	0.3631329213
245	0.3627657247
246	0.3625389756
247	0.3620372189
248	0.3617995773
249	0.3614810299
250	0.3611087584
251	0.3601073873
252	0.3596337433
253	0.3592421402
254	0.3591119298
255	0.3588671297
256	0.3586127805
257	0.3583995643
258	0.3581838212
259	0.358002468
260	0.3577411719
261	0.3574632194
262	0.3571696858
263	0.3569636415
264	0.3566983715
265	0.3564808194
266	0.3563238453
267	0.3560574188
268	0.3557708067
269	0.3555886508
270	0.3552634946
271	0.3551048812
272	0.3548479184
273	0.3546351
274	0.354442967
275	0.3541404529
276	0.3539021356
277	0.3535575708
278	0.3531965575
279	0.3529624271
280	0.352779876
281	0.3525137387
282	0.3522013526
283	0.3520823765
284	0.3518208282
285	0.3516177888
286	0.3514256076
287	0.3511307586
288	0.3509262442
289	0.3506838473
290	0.3504588093
291	0.350047946
292	0.3496187694
293	0.3493478365
294	0.3489868234
295	0.3488100485
296	0.3486392483
297	0.3483903789
298	0.3480712514
299	0.3478399221
300	0.3475094396
301	0.347337494
302	0.347122867
303	0.3468833557
304	0.3466953926
305	0.3463178216
306	0.3461280011
307	0.3457254397
308	0.3455024765
309	0.345191937
310	0.3450465437
311	0.344758426
312	0.3444923633
313	0.3436944738
314	0.3434487087
315	0.3431087732
316	0.3428946086
317	0.3426512251
318	0.3424331516
319	0.3421627919
320	0.3419192366
321	0.341747087
322	0.3415802986
323	0.3413311319
324	0.3411729913
325	0.3408559564
326	0.3406322526
327	0.3403449322
328	0.3398766447
329	0.3396989621
330	0.3394284834
331	0.3392447427
332	0.3390900653
333	0.3389859735
334	0.3387370317
335	0.3385242793
336	0.3383731804
337	0.3381532024
338	0.3379415961
339	0.3376370592
340	0.3373181626
341	0.3370171557
342	0.3367670487
343	0.3362115315
344	0.3360764391
345	0.3358096385
346	0.335554889
347	0.3352282377
348	0.3349611834
349	0.3346231212
350	0.3343861117
351	0.3341733957
352	0.3339429486
353	0.3337877145
354	0.3334562348
355	0.3331608052
356	0.3329203564
357	0.3326687579
358	0.3324095074
359	0.3322212769
360	0.3319978403
361	0.3316863124
362	0.331303605
363	0.3310552822
364	0.3309276685
365	0.3306868035
366	0.3304413364
367	0.3301387645
368	0.3300000678
369	0.3297577562
370	0.329553002
371	0.3293167108
372	0.3291877401
373	0.3289860127
374	0.3287855096
375	0.3285994743
376	0.3283306359
377	0.3280751529
378	0.3279129811
379	0.3276981382
380	0.3274181353
381	0.3267801134
382	0.3265146715
383	0.3263405719
384	0.3261158561
385	0.3259257288
386	0.3257125886
387	0.3255624505
388	0.3252172466
389	0.3249477583
390	0.3247001702
391	0.3245560805
392	0.3242980705
393	0.3240803807
394	0.323908033
395	0.3237498182
396	0.3235009272
397	0.3232162537
398	0.3230616222
399	0.3228794606
400	0.322575066
401	0.3222980796
402	0.3221323607
403	0.3218806634
404	0.321680322
405	0.3214757941
406	0.321245126
407	0.321045111
408	0.3207789005
409	0.3204453157
410	0.3203072888
411	0.3200409529
412	0.319775674
413	0.3197105408
414	0.3194931166
415	0.3192230071
416	0.319020191
417	0.3188649009
418	0.3186116287
419	0.3184743428
420	0.3182542204
421	0.3180055402
422	0.3177932723
423	0.3175916302
424	0.3173708413
425	0.3172318448
426	0.3169623096
427	0.3167607839
428	0.3165424545
429	0.3162514359
430	0.3160969614
431	0.316004562
432	0.3157809048
433	0.3155769053
434	0.3155132243
435	0.315430878
436	0.3152341737
437	0.3150111169
438	0.3147686052
439	0.3145812162
440	0.3143490806
441	0.3140839604
442	0.3138749452
443	0.313686481
444	0.3135120892
445	0.3132992093
446	0.3131622839
447	0.312970643
448	0.3127909963
449	0.3125855732
450	0.3124636725
451	0.3122430541
452	0.3120333709
453	0.3119029725
454	0.3116933146
455	0.3114944558
456	0.311341792
457	0.3111480516
458	0.311000725
459	0.3108144385
460	0.3101888147
461	0.3100332523
462	0.3098676464
463	0.3096889591
464	0.3096085231
465	0.3094408094
466	0.3092063019
467	0.3090131449
468	0.3088995313
469	0.3085420727
470	0.3083577362
471	0.308193662
472	0.3080929557
473	0.3079251228
474	0.3078162101
475	0.3076519456
476	0.307415135
477	0.3068658078
478	0.3066284185
479	0.3064512394
480	0.3062498342
481	0.306110156
482	0.3058308499
483	0.3057285751
484	0.3056298705
485	0.3054773493
486	0.3052560402
487	0.3051173531
488	0.3049265762
489	0.3047591635
490	0.3045490596
491	0.3043359074
492	0.3042609052
493	0.3040808333
494	0.3040039939
495	0.3037826746
496	0.3034541556
497	0.3032670378
498	0.3030693264
499	0.3028612262
500	0.3026766359
501	0.3024864559
502	0.3023441211
503	0.3022177089
504	0.3020308048
505	0.3018715972
506	0.3017573331
507	0.3016379979
508	0.3014055304
509	0.3012379585
510	0.301063691
511	0.3009850064
512	0.3008124723
513	0.3007291438
514	0.3006016434
515	0.3004323734
516	0.3002647797
517	0.3001550788
518	0.3000277081
519	0.2998460212
520	0.2995495788
521	0.2993684747
522	0.2991295961
523	0.299023471
524	0.2989119929
525	0.2988589013
526	0.2987185457
527	0.2985384589
528	0.2983558255
529	0.2982287372
530	0.2980291007
531	0.2979071614
532	0.297745002
533	0.2975458048
534	0.297416237
535	0.2972720811
536	0.2970457572
537	0.2968883632
538	0.2967365324
539	0.2965802878
540	0.2964571083
541	0.2963314356
542	0.2962352499
543	0.2959949902
544	0.2959200761
545	0.2957437332
546	0.2954930164
547	0.2953624621
548	0.2951505295
549	0.2949490607
550	0.2947986733
551	0.2946550188
552	0.2944855337
553	0.2942992307
554	0.294143727
555	0.2939645835
556	0.2938371383
557	0.2935658624
558	0.2932916998
559	0.2931395765
560	0.2930371678
561	0.2928895948
562	0.2927166015
563	0.2925602094
564	0.292345518
565	0.2921509928
566	0.2919742647
567	0.291860014
568	0.2917744243
569	0.2915870065
570	0.2914104464
571	0.29127178
572	0.291136439
573	0.2909662866
574	0.2907917759
575	0.2907284437
576	0.2905636971
577	0.2904035651
578	0.2902137491
579	0.2900643175
580	0.2899593618
581	0.2898108753
582	0.2896171727
583	0.2894377541
584	0.2892940112
585	0.2890857249
586	0.288929253
587	0.2888151203
588	0.2886143124
589	0.2884065793
590	0.2882684969
591	0.2881269215
592	0.2879589587
593	0.2877913463
594	0.2875128496
595	0.287346868
596	0.2872087537
597	0.2871478576
598	0.2870431491
599	0.2868906413
600	0.2867484088
601	0.2866044052
602	0.2864885683
603	0.2863529488
604	0.2861048166
605	0.2859724176
606	0.285815133
607	0.2856521685
608	0.2854608654
609	0.285313908
610	0.2852461082
611	0.2850639827
612	0.2849851347
613	0.2848450744
614	0.2847057162
615	0.2845793163
616	0.2844261854
617	0.2840676444
618	0.2839163107
619	0.2838497223
620	0.2836666487
621	0.2835138355
622	0.2833087924
623	0.2831420965
624	0.2829314113
625	0.2827553336
626	0.2826896527
627	0.2826036748
628	0.2824719276
629	0.2823909628
630	0.2822449717
631	0.2820408167
632	0.2818951418
633	0.2816281898
634	0.2814747868
635	0.281338791
636	0.2812432449
637	0.2810178258
638	0.2808763576
639	0.2807647698
640	0.2806379418
641	0.2804994693
642	0.2803987392
643	0.2803532146
644	0.2801009033
645	0.2799974109
646	0.2799190307
647	0.2797724976
648	0.2796530075
649	0.2795477858
650	0.2794104824
651	0.2792622053
652	0.279112015
653	0.2787493274
654	0.2785808755
655	0.2784306108
656	0.2782651284
657	0.2780811859
658	0.2779998906
659	0.2777432254
660	0.2775142461
661	0.2773479281
662	0.2772309164
663	0.2770606621
664	0.2769627077
665	0.2768065416
666	0.2767651272
667	0.2766276498
668	0.2764771375
669	0.2763205907
670	0.2761265916
671	0.2759949368
672	0.2758005605
673	0.275698614
674	0.2756356234
675	0.2754883409
676	0.2753098643
677	0.2752076684
678	0.2750634306
679	0.2749474267
680	0.2748250111
681	0.2747152432
682	0.2745876464
683	0.274547617
684	0.274370287
685	0.2742107308
686	0.2740094421
687	0.2738495102
688	0.2737169005
689	0.2735241795
690	0.2734227046
691	0.2733124779
692	0.2731578538
693	0.273003981
694	0.272876161
695	0.2724908182
696	0.2723581098
697	0.2721980062
698	0.2720729468
699	0.2719666601
700	0.2718886656
701	0.2718076373
702	0.2716662579
703	0.2715103443
704	0.2714255661
705	0.2713289429
706	0.2712055478
707	0.2710661247
708	0.2709339129
709	0.2707249706
710	0.2706038855
711	0.2704738562
712	0.2703455564
713	0.2701504465
714	0.2700211356
715	0.2698438295
716	0.2696545755
717	0.2695282272
718	0.2693965504
719	0.2692473237
720	0.269135585
721	0.2690090016
722	0.2688389784
723	0.2686617726
724	0.2685379232
725	0.2684774134
726	0.2683472968
727	0.2682255414
728	0.2680977218
729	0.2679634029
730	0.2678072653
731	0.2675861236
732	0.2674136433
733	0.2672983168
734	0.2670988727
735	0.2669633056
736	0.2668553757
737	0.2666626511
738	0.26652664
739	0.2664035784
740	0.2663337008
741	0.2661894417
742	0.2660210203
743	0.2658862594
744	0.2657855367
745	0.2657074872
746	0.2655201147
747	0.2653227756
748	0.2652804976
749	0.2651540235
750	0.2650395481
751	0.2649384109
752	0.2647372481
753	0.2646086524
754	0.2644327485
755	0.2643475428
756	0.2642411401
757	0.2640215358
758	0.2638475585
759	0.2637262461
760	0.2635442718
761	0.2634060599
762	0.2633380434
763	0.2631905016
764	0.2630543431
765	0.262934723
766	0.2628119277
767	0.2626937246
768	0.2625803208
769	0.2624228074
770	0.2622641265
771	0.2621549488
772	0.2620129214
773	0.2618788931
774	0.2617596973
775	0.2616364385
776	0.2615756533
777	0.2614311853
778	0.2612051819
779	0.2611535736
780	0.2610633644
781	0.2609281881
782	0.2608506605
783	0.2607895736
784	0.2605986692
785	0.2605115616
786	0.2603811429
787	0.2601995458
788	0.2601035517
789	0.2599107655
790	0.2595988499
791	0.2594736189
792	0.2593640945
793	0.2592923692
794	0.2591321416
795	0.2590075138
796	0.2588257747
797	0.2585814473
798	0.2584787329
799	0.2583918385
800	0.2582687562
801	0.258124294
802	0.2580636787
803	0.257934466
804	0.2579113613
805	0.2577709603
806	0.2577061094
807	0.2575989068
808	0.2575058653
809	0.25738214
810	0.2572590487
811	0.2571067074
812	0.2570103055
813	0.2568703162
814	0.2567790527
815	0.2566993306
816	0.2565818199
817	0.2564729637
818	0.2563706287
819	0.2562225468
820	0.2560396377
821	0.2559540492
822	0.255853787
823	0.2556091943
824	0.2554943457
825	0.2554006362
826	0.2552781388
827	0.2551340453
828	0.2550200998
829	0.2549208437
830	0.2548025059
831	0.2547161473
832	0.2546027297
833	0.2544952934
834	0.2543936155
835	0.2543315159
836	0.254232257
837	0.254135877
838	0.2539919498
839	0.2538977391
840	0.2537754826
841	0.2537089299
842	0.2535966289
843	0.2534600793
844	0.2533503973
845	0.2532449866
846	0.2531379245
847	0.253044806
848	0.2529745868
849	0.2528715413
850	0.2527014772
851	0.2525723612
852	0.2524811127
853	0.2523874161
854	0.2522219306
855	0.2520574254
856	0.2519374081
857	0.2517921878
858	0.2516861809
859	0.2515480983
860	0.2514177437
861	0.251330691
862	0.251208767
863	0.2511091559
864	0.2510242665
865	0.2509002703
866	0.2507889598
867	0.2506983407
868	0.2505503012
869	0.2504415226
870	0.2503094781
871	0.2502465619
872	0.2501328615
873	0.2499365504
874	0.2498292792
875	0.2497381868
876	0.2495723364
877	0.2495124278
878	0.2493823461
879	0.2492109205
880	0.2491491462
881	0.2490611772
882	0.2489478391
883	0.248799433
884	0.2486924982
885	0.2485363744
886	0.2483818301
887	0.248308815
888	0.2482121461
889	0.2481330041
890	0.2480225267
891	0.2478979032
892	0.2478156377
893	0.2475522909
894	0.2474799526
895	0.2473526329
896	0.2472187317
897	0.2471305786
898	0.2470128831
899	0.2468788226
900	0.246672989
901	0.2465908929
902	0.2464450296
903	0.2463749107
904	0.2462495688
905	0.2461559015
906	0.2461232236
907	0.2460119772
908	0.2458899139
909	0.2457511239
910	0.2455251521
911	0.2454538913
912	0.2453652891
913	0.2452475313
914	0.2451470146
915	0.244920389
916	0.2448311572
917	0.2447433872
918	0.2445946345
919	0.2444916485
920	0.2442037568
921	0.2441337948
922	0.2440481005
923	0.2439354556
924	0.2438506251
925	0.243774026
926	0.2436582428
927	0.2435139257
928	0.2434114124
929	0.2433151516
930	0.2431561747
931	0.243001205
932	0.2428613541
933	0.2427363602
934	0.2426480684
935	0.242555864
936	0.2424370609
937	0.2423947282
938	0.2423061582
939	0.2422596662
940	0.2421652352
941	0.2420944003
942	0.2419851183
943	0.2418968752
944	0.2417871783
945	0.2416921535
946	0.2415857676
947	0.2414296361
948	0.241341277
949	0.2412231118
950	0.2410970669
951	0.2409822857
952	0.2408950756
953	0.2407736222
954	0.2406851339
955	0.2405041125
956	0.2403975501
957	0.240351573
958	0.2402495185
959	0.2401117745
960	0.2400353512
961	0.2399043891
962	0.2397667752
963	0.2395699552
964	0.2394863152
965	0.239424685
966	0.2393274866
967	0.239243471
968	0.2390848607
969	0.238976571
970	0.238911819
971	0.2388262874
972	0.2387116007
973	0.2386604069
974	0.2385938498
975	0.2385172237
976	0.2384548172
977	0.2383118722
978	0.2382198035
979	0.2381119795
980	0.2380393542
981	0.2379076616
982	0.2377764025
983	0.237662433
984	0.237579522
985	0.2374895238
986	0.2374168113
987	0.2373592257
988	0.2372721986
989	0.237147145
990	0.2370625402
991	0.2369800774
992	0.2368423139
993	0.2366957372
994	0.2366048856
995	0.2365083094
996	0.2364398456
997	0.2363406607
998	0.2362559456
999	0.236148158
